scenario_id,target_name,total_pair_proxy_score,target_true,score__ao_ao,score__ao_mo,score__zddp_detergent,score__zn_dispersant,score__antiwear_ca_mg
train_50,viscosity,2.8869926929473877,-12.44,2.3144590854644775,0.0,0.5725336074829102,0.0,0.0
train_51,viscosity,2.4895662143826485,-8.49,2.0550222396850586,0.0,0.4345439746975899,0.0,0.0
train_52,viscosity,4.328237337194878,-10.35,5.682457776856609e-05,0.00025903445202857256,0.0008817595371510834,0.0,4.32703971862793
train_53,viscosity,4.302600575265387,-10.17,5.891983528272249e-05,0.0002685856306925416,0.0012282480602152646,0.0,4.301044821739197
train_54,viscosity,4.401628766387148,-9.59,5.051867265137844e-05,0.00023028902796795592,0.000958943011937663,0.0,4.400389015674591
train_55,viscosity,4.492997043933428,-9.39,4.348875518189743e-05,0.00019644199346657842,0.0008399500511586666,0.0,4.491917163133621
train_56,viscosity,3.1422990483624744,-12.46,5.816439806949347e-05,0.0002663929190021008,0.0001676501487963833,0.0,3.1418068408966064
train_57,viscosity,3.243775317365362,-11.27,5.9109464928042144e-05,0.000405411294195801,0.00014643608301412314,0.0,3.243164360523224
train_58,viscosity,3.170629494750756,-10.34,5.7391251175431535e-05,0.00015322619219659828,0.0001654216684983112,0.0,3.1702534556388855
train_59,viscosity,3.1849711557733826,-11.63,5.699603207176551e-05,0.0003894922119798139,0.00016428258822998032,0.0,3.184360384941101
train_60,viscosity,3.243285008626117,-11.57,5.771413998445496e-05,0.0003943995325244032,0.00016635242354823276,0.0,3.24266654253006
train_61,viscosity,3.8467270132823614,-11.12,0.00012402533320710063,0.0008464273560093716,0.0005351603322196752,0.0,3.8452214002609253
train_62,viscosity,3.1887448387860786,-8.33,7.309282955247909e-05,0.0001951471422216855,0.00021067912894068286,0.0,3.1882659196853638
train_63,viscosity,3.1246385160011414,-8.37,5.8801302657229826e-05,0.0001575232090544887,0.00014567266771337017,0.0,3.1242765188217163
train_64,viscosity,3.0752929886584752,-9.63,0.000666112668113783,0.0,0.00016393070836784318,0.0,3.0744629452819936
train_65,viscosity,3.13642215895743,-10.22,0.00012431897630449384,0.0002853049991244916,0.00022302139404928312,0.0,3.1357895135879517
train_66,viscosity,3.1513476428408467,-9.86,0.0001256907416973263,0.0002486617195245344,0.00022548175184056163,0.0,3.1507478086277843
train_67,viscosity,3.2175993675991776,-9.08,9.649800631450489e-05,0.0005897142618778162,0.00016452284035040066,0.0,3.216748632490635
train_68,viscosity,2.3155918127595214,-27.19,0.003244930412620306,0.002034872959484346,0.0006208404956851155,2.017189272271935,0.29250189661979675
train_69,viscosity,2.307451961838524,-26.61,0.0032560424879193306,0.0020418417552718893,0.0006229649588931352,2.008027381147258,0.2935037314891815
train_70,viscosity,1.2254672140115872,-25.66,0.010876098647713661,0.0068189206649549305,0.002082607999909669,0.2244318500161171,0.9812577366828918
train_71,viscosity,1.0503133971069474,-26.04,0.00793765764683485,0.004976624943083152,0.001519941200967878,0.3197318697348237,0.7161473035812378
train_72,viscosity,1.1440163849038072,-25.32,0.011166558600962162,0.007001029385719448,0.002138226991519332,0.11624699551612139,1.0074635744094849
train_73,viscosity,1.1281952791032381,-27.28,0.010324290953576565,0.006472958135418594,0.001976945379283279,0.17794812750071287,0.9314729571342468
train_74,viscosity,0.7156050009652972,-33.87,0.1254388689994812,0.07066127378493547,0.03620680049061775,0.3413211200386286,0.14197693765163422
train_75,viscosity,1.7827821858227253,-27.67,0.9376983642578125,0.17907465249300003,0.1440926007926464,0.5219165682792664,0.0
train_76,viscosity,3.170510896947235,26.06,0.04169262945652008,0.007962152594700456,0.00640674983151257,1.3659895490854979,1.748459815979004
train_77,viscosity,3.1621286375448108,24.83,0.041541751474142075,0.007929922081530094,0.011233171448111534,1.3600864931941032,1.7413372993469238
train_78,viscosity,2.641471371112857,-0.74,8.026407158467919e-05,0.0,0.00015442368749063462,0.0,2.6412366833537817
train_79,viscosity,2.8800887052912003,-21.6,1.2937366591359023e-05,0.0,3.0448653888015542e-05,0.0,2.880045319270721
train_80,viscosity,0.1759816363628488,4.25,0.00032747132354415953,0.0,0.00024617738381493837,0.0,0.1754079876554897
train_81,viscosity,0.764307077974081,320.67,0.0,0.7227411866188049,0.04156589135527611,0.0,0.0
train_82,viscosity,1.2856720872223377,566.53,0.0,1.2445502281188965,0.04112185910344124,0.0,0.0
train_83,viscosity,0.6812824606895447,251.19,0.0,0.6407862901687622,0.04049617052078247,0.0,0.0
train_84,viscosity,1.0779479816555977,337.08,0.0,1.0370036363601685,0.04094434529542923,0.0,0.0
train_85,viscosity,0.8425024002790451,226.28,0.0,0.8054788708686829,0.037023529410362244,0.0,0.0
train_86,viscosity,1.324209351092577,225.24,0.0,1.2868685722351074,0.03734077885746956,0.0,0.0
train_87,viscosity,0.37013331055641174,28.29,0.0,0.15523022413253784,0.2149030864238739,0.0,0.0
train_88,viscosity,2.2853931449353695,399.59,2.231536865234375,0.0,0.05385627970099449,0.0,0.0
train_89,viscosity,3.5495114782825112,-17.16,0.0,0.005057089030742645,3.5444543892517686,0.0,0.0
train_90,viscosity,5.442106842063367,519.21,0.0,0.07160156220197678,5.370505279861391,0.0,0.0
train_91,viscosity,3.5495114782825112,-25.0,0.0,0.005057089030742645,3.5444543892517686,0.0,0.0
train_92,viscosity,3.756294032558799,-20.71,0.0,0.004362126812338829,3.75193190574646,0.0,0.0
train_93,viscosity,4.077070957417163,-21.91,0.0,0.0001600056275492534,0.14569339901208878,3.9203921488115157,0.010825403966009617
train_94,viscosity,2.662932511419058,-13.31,0.0,0.010837074369192123,2.6520954370498657,0.0,0.0
train_95,viscosity,0.21777937124716118,48.3,0.00025031602126546204,0.0,0.0003934641135856509,0.08316845493391156,0.1339671361783985
train_96,viscosity,1.0959038121145568,1.86,7.362227188423276e-05,0.0,0.00029789668042212725,0.17327672999817878,0.9222555631640716
train_97,viscosity,0.9925196367803437,33.0,4.473465742194094e-05,0.0,0.0001509620742581319,0.9150397311896086,0.07728420885905507
train_98,viscosity,2.856783845315192,11.52,1.0659425242920406e-05,0.0,3.615607141682631e-05,0.19149662154131875,2.6652404082772136
train_99,viscosity,3.6861717189349292,62.3,0.0008619868895038962,0.0,0.01169110423870734,2.3015739453039714,1.3720446825027466
train_100,viscosity,5.005419554305263,157.99,0.003631132422015071,0.0,0.005616201902739704,4.684628576505929,0.31154364347457886
train_101,viscosity,5.596002900565509,241.52,0.004859916400164366,0.0,0.013852162344846874,5.259574342519045,0.31771647930145264
train_102,viscosity,4.185883921571076,552.67,0.0,0.9907076954841614,3.1951762260869145,0.0,0.0
train_103,viscosity,2.6275410428643227,10.67,0.0,0.11555349826812744,2.511987544596195,0.0,0.0
train_104,viscosity,1.7881348691880703,11.36,0.0,0.022726766765117645,1.7654081024229527,0.0,0.0
train_105,viscosity,0.3967593312263489,11.08,0.0,0.17113226652145386,0.22562706470489502,0.0,0.0
train_106,viscosity,4.372667208313942,861.54,0.0,4.339372158050537,0.033295050263404846,0.0,0.0
train_107,viscosity,5.693262806162238,1763.34,0.0,5.664041996002197,0.029220810160040855,0.0,0.0
train_108,viscosity,0.40246471762657166,11.68,0.0,0.17029964923858643,0.23216506838798523,0.0,0.0
train_109,viscosity,5.20107001976794,178.68,0.0,0.0062841447070240974,6.009338176227175e-05,5.17241045832634,0.02231532335281372
train_110,viscosity,6.093275035993429,775.51,0.0,0.012568775564432144,6.92059111315757e-05,6.060357958078384,0.02027909643948078
train_111,viscosity,2.3803933478775434,12.98,0.0,0.00028122804360464215,0.00040729844477027655,2.374412879347801,0.005291942041367292
train_112,viscosity,3.264557906455593,65.88,0.0,0.030242593958973885,0.00028920083423145115,3.144732028245926,0.08929408341646194
train_113,viscosity,3.195230866622296,176.84,0.0,0.04268635809421539,0.00023503864940721542,3.096755176782608,0.05555429309606552
train_114,viscosity,0.8425024002790451,63.8,0.0,0.8054788708686829,0.037023529410362244,0.0,0.0
train_115,viscosity,1.324209351092577,177.56,0.0,1.2868685722351074,0.03734077885746956,0.0,0.0
train_116,viscosity,0.23570075631141663,12.8,0.0,0.03402209281921387,0.20167866349220276,0.0,0.0
train_117,viscosity,4.372667208313942,482.89,0.0,4.339372158050537,0.033295050263404846,0.0,0.0
train_118,viscosity,5.693262806162238,754.93,0.0,5.664041996002197,0.029220810160040855,0.0,0.0
train_119,viscosity,0.40246471762657166,11.5,0.0,0.17029964923858643,0.23216506838798523,0.0,0.0
train_120,viscosity,3.1411880839732476,78.94,0.002427488099783659,0.0,0.0022436668223235756,2.9790089509042446,0.15750797814689577
train_121,viscosity,3.106994592846604,47.13,0.010036705527454615,0.0,0.009276678232708946,2.9693782666581683,0.11830294242827222
train_122,viscosity,1.9169262530631386,12.58,0.0005056755035184324,0.015038358513265848,0.11828754469752312,1.1030379831790924,0.6800566911697388
train_123,viscosity,2.243986943605705,5.77,0.00017743474745657295,0.0052767605520784855,0.0413347149733454,1.7042846381664276,0.4929133951663971
train_124,viscosity,1.9456735833082348,9.99,0.0006614348385483027,0.01967050787061453,0.05062577594071627,1.2933558821678162,0.5813599824905396
train_125,viscosity,4.0197898091282696,64.3,0.0033500236459076405,0.017475662752985954,0.026667407946661115,3.418848395347595,0.5534483194351196
train_126,viscosity,2.247895007079933,37.1,0.0008042217814363539,0.004151863511651754,0.016854659654200077,1.7266905605793,0.4993937015533447
train_127,viscosity,2.604649468208663,30.3,0.0010299040004611015,0.005093846353702247,0.018901169300079346,1.9908929616212845,0.588731586933136
train_128,viscosity,2.737488012861263,-23.02,0.0010783858324430184,0.0,0.000142885563263917,0.10018180676252086,2.6360849347030353
train_129,viscosity,2.5787208994318007,-23.13,0.0003648340643849224,0.0004998281656298786,0.0001245217806626897,0.09666085455319262,2.4810708608679306
train_130,viscosity,2.7776204891997622,15.22,0.0046781416749581695,0.0,0.005317941991961561,0.4794478577678092,2.2881765477650333
train_131,viscosity,2.790585261527667,0.2,3.609899431467056e-05,0.0,6.082798608986195e-05,0.0,2.7904883345472626
train_132,viscosity,1.5432646435183415,14.15,3.466415000730194e-05,7.730190736765508e-05,0.00022534746608471323,0.175577801597683,1.3673495283971988
train_133,viscosity,0.788217350587729,16.5,2.4030408894759603e-05,0.00014960586122469977,0.0004465709935175255,0.30636673100525513,0.4812304123188369
train_134,viscosity,1.7271766026195792,-18.6,8.704977517481893e-05,5.208393577049719e-05,0.0003117499521749778,0.12900411483860807,1.5977216041178508
train_135,viscosity,1.4208859895069281,16.21,0.00012257102207513526,0.00010208831372437999,0.00014680943706935068,0.16708553928128822,1.253428981452771
train_136,viscosity,1.4003792973996951,15.76,0.00012308211080380715,0.00010262448358844267,0.00014780300557504233,0.16772587437935726,1.2322799134203706
train_137,viscosity,0.8445320047103451,-27.13,0.0004136287607252598,0.0004794442138518207,0.00012008399062324315,0.7617033950518817,0.08181545269326307
train_138,viscosity,2.687947710070148,-26.8,0.0004531058657448739,0.0005252030787232798,0.00012872272782260552,0.08256336523481878,2.6042773131630383
train_139,viscosity,1.823284953032271,2.68,0.00015785885625518858,0.0005163690220797434,0.0013300357095431536,1.5313204950653017,0.28996019437909126
train_140,viscosity,1.823284953032271,20.06,0.00015785885625518858,0.0005163690220797434,0.0013300357095431536,1.5313204950653017,0.28996019437909126
train_141,viscosity,1.8232851358043263,2.72,0.0001578588708071038,0.0005163690657354891,0.0013300358259584755,1.5313206441351213,0.28996022790670395
train_142,viscosity,0.3832007353194058,48.9,0.006187447812408209,0.0,0.009295380674302578,0.3255697339773178,0.0421481728553772
train_143,viscosity,0.2078009843826294,7.1,0.0,0.0,0.2078009843826294,0.0,0.0
train_144,viscosity,0.33617126470198855,4.7,0.005215100944042206,0.012783109676092863,0.049954033456742764,0.00045376684283837676,0.26776525378227234
train_145,viscosity,2.2776448726654053,3.74,0.0,0.0,2.2776448726654053,0.0,0.0
train_146,viscosity,2.933568239212036,13.93,0.0,0.0,2.933568239212036,0.0,0.0
train_147,viscosity,2.188808577717282,10.1,0.0027854328509420156,0.010839820373803377,0.0019669198663905263,1.7070032537449151,0.46621315088123083
train_148,viscosity,0.27115051506552845,11.04,0.006271251477301121,0.01822944637387991,0.043290259316563606,0.15651576465461403,0.046843793243169785
train_149,viscosity,0.2078009843826294,12.45,0.0,0.0,0.2078009843826294,0.0,0.0
train_150,viscosity,0.33617126470198855,11.1,0.005215100944042206,0.012783109676092863,0.049954033456742764,0.00045376684283837676,0.26776525378227234
train_151,viscosity,1.226224024881958,-17.02,0.0,0.0,0.0001502829691162333,0.0,1.2260737419128418
train_152,viscosity,1.3181302955367755,16.58,0.00012993562268093228,0.0002683720194909256,7.119076553863124e-05,0.30571797371158027,1.0119428234174848
train_153,viscosity,2.742132514164041,10.77,0.0001474916352890432,0.0003747928931261413,0.0001460063231206732,0.36640362867183285,2.375060594640672
train_154,viscosity,3.084873812025762,29.31,0.00017832119192462415,0.00030417464586207643,0.00029468126740539446,0.36805705369624775,2.7160395812243223
train_155,viscosity,0.996565047578315,36.3,0.00010325989569537342,0.00021517055574804544,5.1185742904635845e-05,0.2642884487795527,0.7319069826044142
train_156,viscosity,3.165390186943114,32.46,0.0001963801623787731,0.0003289325686637312,0.0003961567854275927,0.3849121906241635,2.77955652680248
train_157,viscosity,2.601969671639381,79.9,0.00021407321037258953,0.00034758710535243154,0.0007242426945595071,0.4441697032889351,2.1565140653401613
train_158,viscosity,3.1817144224532967,36.63,0.0001945901312865317,0.00033297811751253903,0.00030851761948724743,0.38366657779261004,2.7972117587924004
train_159,viscosity,2.616540706885644,95.96,0.00021260128414724022,0.00034218608925584704,0.0005874905273230979,0.43973006040323526,2.1756683685816824
train_160,viscosity,1.3297331376961665,48.52,0.00012913555838167667,0.00026856888507609256,6.8260748321336e-05,0.30693624763580374,1.0223309248685837
train_161,viscosity,0.5258172099420335,35.0,0.00015181211347226053,0.0003163865258102305,0.00037795911339344457,0.3895324334152974,0.13543861877406016
train_162,viscosity,0.3111008107662201,30.02,0.0,0.0,0.3111008107662201,0.0,0.0
train_163,viscosity,0.2633691132068634,-2.51,0.0,0.0,0.2633691132068634,0.0,0.0
train_164,viscosity,0.2633691132068634,4.36,0.0,0.0,0.2633691132068634,0.0,0.0
train_165,viscosity,2.013304385000083,141.4,0.0,0.0,8.777027687756345e-05,0.0,2.0132166147232056
train_166,viscosity,0.7591948525805492,67.5,0.0,0.0,6.949322414584458e-05,0.0,0.7591253593564034
train_167,viscosity,2.722815990447998,-37.0,0.0,0.0,2.722815990447998,0.0,0.0
